attack_type,chunk_index,n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
aac,0,112,0.0,0.0,0.9994419642857143,0.005879271067440144,0.7321428571428571,0.08696767740525962,0.515625,0.11158481919598204,0.5066964285714286,0.12313257513214554,0.9910714285714286,0.09406833707904229,0.0,0.0,0.0,0.0,0.0,0.0,23.266268278871262,4.797529366047826,-28.890354688678467,12.788321411319846
aac,1,112,1.0,0.0,0.9966517857142857,0.016364819529704446,0.7170758928571429,0.09809848845269128,0.49720982142857145,0.12370658759441158,0.4966517857142857,0.12098440792555434,0.9553571428571429,0.20651845546822103,0.0,0.0,0.0,0.0,0.0,0.0,23.716876447200775,5.266855898575996,-30.175824937543698,13.98805741538599
aac,2,112,2.0,0.0,0.9977678571428571,0.014292688029984037,0.7338169642857143,0.10151803137549441,0.5022321428571429,0.12691847299847767,0.5011160714285714,0.1169214667397152,0.9732142857142857,0.16145661892879573,0.0,0.0,0.0,0.0,0.0,0.0,23.37854744706835,5.239346326090911,-29.966764294675418,13.301788748711722
aac,3,112,3.0,0.0,0.9966517857142857,0.018372854501288314,0.71484375,0.1032335906895221,0.5128348214285714,0.12447949466092614,0.4921875,0.10568554108178659,0.9642857142857143,0.1855768722395226,0.0,0.0,0.0,0.0,0.0,0.0,23.384895290647233,5.044396462870499,-28.790906780532428,11.990249744942293
aac,4,101,4.0,0.0,0.995049504950495,0.020966676170912645,0.7326732673267327,0.0906004840009465,0.48948019801980197,0.12686398190546946,0.5,0.14451609249526162,0.9405940594059405,0.2363828987388777,0.0,0.0,0.0,0.0,0.0,0.0,23.80344780836955,5.052474951112207,-29.64307770398584,12.733927015951222
aac,5,101,5.0,0.0,0.9987623762376238,0.008707454999672208,0.7326732673267327,0.09477321643107252,0.48948019801980197,0.12807761648900773,0.4863861386138614,0.14441006453344946,0.9801980198019802,0.13931927999475532,0.0,0.0,0.0,0.0,0.0,0.0,23.51535953861652,5.005111660429776,-29.37464137124543,13.209637602487359
aac,6,80,6.0,0.0,0.99765625,0.01187397199497708,0.73203125,0.09742472554971607,0.51328125,0.11166956959457443,0.51796875,0.10373576238905029,0.9625,0.18998355191963331,0.0,0.0,0.0,0.0,0.0,0.0,23.557318353652953,5.021756849777396,-27.96367167234421,10.827658439031074
aac,7,80,7.0,0.0,0.996875,0.013621559198564604,0.73203125,0.09280447671549848,0.4796875,0.11344008261522909,0.48828125,0.11612802320472651,0.95,0.21794494717703372,0.0,0.0,0.0,0.0,0.0,0.0,23.682110178470612,4.359027235587483,-29.25282565355301,12.378791963554303
aac,8,56,8.0,0.0,0.9988839285714286,0.008277007240062124,0.7511160714285714,0.08053520697892168,0.4810267857142857,0.11137811321778657,0.47767857142857145,0.11538257127964362,0.9821428571428571,0.13243211584099399,0.0,0.0,0.0,0.0,0.0,0.0,22.968664033072336,3.3373714251316096,-28.311066014426096,10.62688628563774
aac,9,56,9.0,0.0,0.9988839285714286,0.008277007240062124,0.7366071428571429,0.09647403029006389,0.5055803571428571,0.11709179765655611,0.5245535714285714,0.1302890906027901,0.9821428571428571,0.13243211584099399,0.0,0.0,0.0,0.0,0.0,0.0,23.043842451913015,3.402489007950135,-28.903664180210658,9.739181136393452
background_noise,0,103,0.0,0.0,1.0,0.0,0.9975728155339806,0.0120750902561483,0.4981796116504854,0.12268991330599939,0.495752427184466,0.11562611057008312,1.0,0.0,0.9611650485436893,0.1932014440983728,0.0,0.0,0.0,0.0,23.613823075896327,4.634057990169043,27.60444011503053,4.395436319317495
background_noise,1,103,1.0,0.0,0.9969660194174758,0.016008381017321507,0.995752427184466,0.017980015036443024,0.5078883495145631,0.13170131940937077,0.5145631067961165,0.12042724669146773,0.9611650485436893,0.1932014440983728,0.941747572815534,0.23422015692844303,0.0,0.0,0.0,0.0,23.347378758550846,4.895816111952159,27.610223047941634,4.391315987147959
background_noise,2,101,2.0,0.0,0.9975247524752475,0.012189180447767456,0.9962871287128713,0.017193618798824018,0.5222772277227723,0.11110387778849669,0.5136138613861386,0.12142281256758292,0.9603960396039604,0.1950268871642793,0.9504950495049505,0.2169198247545213,0.0,0.0,0.0,0.0,23.258821430772837,4.850965736107514,27.597067880158377,4.406824148217082
background_noise,3,101,3.0,0.0,0.9956683168316832,0.015873459577203788,0.9931930693069307,0.021364698640633745,0.5030940594059405,0.11344359423793055,0.5018564356435643,0.12575743460953945,0.9306930693069307,0.2539753532352606,0.900990099009901,0.298675309485116,0.0,0.0,0.0,0.0,23.21268111880463,4.9120903809244485,27.601483581089738,4.4021445295868755
background_noise,4,89,4.0,0.0,0.9985955056179775,0.009263276656090532,0.9985955056179775,0.009263276656090532,0.5,0.1267434593751568,0.49297752808988765,0.11904280955290501,0.9775280898876404,0.1482124264974485,0.9775280898876404,0.1482124264974485,0.0,0.0,0.0,0.0,23.241868094112096,4.577897121749817,27.507087493210697,4.426488476660441
background_noise,5,89,5.0,0.0,0.9985955056179775,0.009263276656090532,0.9971910112359551,0.01598287454598461,0.4936797752808989,0.11127017547623128,0.488061797752809,0.11199026392836839,0.9775280898876404,0.1482124264974485,0.9662921348314607,0.18047616184504506,0.0,0.0,0.0,0.0,23.222818888974995,4.926558580740623,27.50401655475745,4.429970734965072
background_noise,6,69,6.0,0.0,0.9972826086956522,0.012745694999520185,0.9963768115942029,0.01807059541961957,0.5090579710144928,0.12421645834356834,0.4990942028985507,0.1256742475136921,0.9565217391304348,0.20393111999232302,0.9565217391304348,0.20393111999232302,0.0,0.0,0.0,0.0,24.105176815088246,4.531642480154101,27.441177810447805,4.4175003787404545
background_noise,7,69,7.0,0.0,1.0,0.0,0.9972826086956522,0.016603535126651595,0.4963768115942029,0.1311373990641584,0.49184782608695654,0.11844834085708353,1.0,0.0,0.9710144927536232,0.1677657522143511,0.0,0.0,0.0,0.0,23.875977405603383,4.603416189426777,27.446512194647305,4.409657512410863
background_noise,8,42,8.0,0.0,0.9940476190476191,0.02286055282103752,0.9910714285714286,0.03219242210235705,0.4895833333333333,0.12493798064614502,0.5074404761904762,0.11827315047627153,0.9285714285714286,0.25753937681885636,0.9047619047619048,0.29354352395090366,0.0,0.0,0.0,0.0,23.88071954817999,3.9789457299073243,27.83819035121373,4.5678264785137195
background_noise,9,42,9.0,0.0,0.9910714285714286,0.029160592175990215,0.9910714285714286,0.034962321799020035,0.5059523809523809,0.11395351023259909,0.5282738095238095,0.11180537950155854,0.9047619047619048,0.2935435239509037,0.9285714285714286,0.25753937681885636,0.0,0.0,0.0,0.0,23.46508421216692,4.076450906413734,27.838414691743395,4.567716707588302
dac,0,172,0.0,0.0,0.9978197674418605,0.020100750997004844,0.5432412790697675,0.13718487646574648,0.5083575581395349,0.10440041321797452,0.5167151162790697,0.12424350249020265,0.9825581395348837,0.13091081685113606,0.0,0.0,0.0,0.0,0.0,0.0,23.330655059149098,5.285743775485125,2.5628380721305,6.882632392732086
dac,1,172,1.0,0.0,0.9967296511627907,0.022619730374252783,0.5337936046511628,0.12231074424094528,0.5098110465116279,0.12175676546341938,0.49963662790697677,0.12707169371832164,0.9709302325581395,0.1680021311255801,0.0,0.0,0.0,0.0,0.0,0.0,23.180897928947626,5.214195641662651,2.476480695895504,6.661889135346814
dac,2,169,2.0,0.0,0.9988905325443787,0.008252926628854068,0.5325443786982249,0.12240062790281968,0.5011094674556213,0.1172669721217529,0.49297337278106507,0.12151806377463224,0.9822485207100592,0.1320468260616651,0.0,0.0,0.0,0.0,0.0,0.0,23.260903482606427,5.376222619974954,2.303831175939571,6.675775717584788
dac,3,169,3.0,0.0,0.9977810650887574,0.011565455452005836,0.5288461538461539,0.11437862743625307,0.4907544378698225,0.11925614020815335,0.4855769230769231,0.12143587442610662,0.9644970414201184,0.18504728723209335,0.0,0.0,0.0,0.0,0.0,0.0,23.1751014495037,5.317726137773834,2.5481911654082627,6.738755871702694
dac,4,146,4.0,0.0,0.9970034246575342,0.013353145514111492,0.533818493150685,0.12243225524246788,0.4935787671232877,0.12494207820157839,0.4897260273972603,0.124362113253939,0.952054794520548,0.21365032822578384,0.0,0.0,0.0,0.0,0.0,0.0,23.228390824304867,5.548595402551925,2.917013489016115,6.510179020644804
dac,5,146,5.0,0.0,0.9931506849315068,0.03517575100029818,0.521404109589041,0.12445049512370746,0.4940068493150685,0.11101781583394144,0.4982876712328767,0.12261099019457698,0.9383561643835616,0.24050753241204706,0.0,0.0,0.0,0.0,0.0,0.0,23.747421140540137,5.573920802565007,3.0981369892594546,6.664170560829625
