dataset,attack_type,n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
Freischuetz,dynamic_range_expansion,40,4.5,2.8722813232690143,0.975,0.05896238207535377,0.9609375,0.07083141847901961,0.50625,0.15799030824705673,0.5140625,0.1358476714697385,0.8,0.4,0.7,0.45825756949558405,0.0,0.0,0.0,0.0,21.635480546951293,3.1018282442992158,5.545351466536522,2.6804255082655457
Freischuetz,encodec,80,4.5,2.8722813232690143,0.98359375,0.03386518250264569,0.90703125,0.0814862850327434,0.5,0.12655285457072865,0.490625,0.12346716415711508,0.7875,0.4090767042988393,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,22.8658806681633,3.2007859343445366,11.865829253196717,2.18704886251011
Freischuetz,eq,60,4.5,2.8722813232690143,0.990625,0.02506501961565826,0.9083333333333333,0.07694243880258078,0.5260416666666666,0.1090272248747481,0.5197916666666667,0.12156299093017121,0.8666666666666667,0.33993463423951903,0.2,0.4,0.0,0.0,0.0,0.0,23.93455025355021,3.7362712719159985,1.208957055211067,5.216419457597793
Freischuetz,gain,20,4.5,2.8722813232690143,0.9875,0.03186887195995491,0.975,0.045927932677184584,0.4625,0.12562344526401115,0.4625,0.1125,0.85,0.3570714214271425,0.7,0.45825756949558394,0.0,0.0,0.0,0.0,24.076942253112794,2.148000213628389,100.35724296569825,3.1073537349230755
Freischuetz,gaussian_noise,60,4.5,2.8722813232690143,0.9927083333333333,0.023081791464750347,0.9927083333333333,0.023081791464750347,0.48333333333333334,0.12229716767865977,0.48333333333333334,0.13639072752777423,0.9,0.3,0.9,0.3,0.0,0.0,0.0,0.0,23.074466387430828,3.1834794818386922,28.45961596171061,7.416043141303685
Freischuetz,highpass,50,4.5,2.8722813232690143,0.98875,0.024011715890373184,0.9225,0.0724137417898012,0.485,0.12597122687344123,0.4975,0.12497499749949988,0.82,0.3841874542459709,0.28,0.448998886412873,0.0,0.0,0.0,0.0,23.826925659179686,3.2512224531972183,-11.214279191493988,7.113982439994104
Freischuetz,limiter,60,4.5,2.8722813232690143,0.9916666666666667,0.02124591463996994,0.9541666666666667,0.07383352144445562,0.46979166666666666,0.13998310289896498,0.46770833333333334,0.1454571039764721,0.8666666666666667,0.33993463423951903,0.6,0.48989794855663565,0.0,0.0,0.0,0.0,23.65572067896525,3.102905545732814,7.852954751253128,2.993753245984506
Freischuetz,mp3,30,4.5,2.8722813232690143,0.9895833333333334,0.028336396893198845,0.9729166666666667,0.04171871748854331,0.5145833333333333,0.13470969300272675,0.5270833333333333,0.1431448615525157,0.8666666666666667,0.33993463423951903,0.6666666666666666,0.4714045207910316,0.0,0.0,0.0,0.0,22.83886578877767,3.068043116413229,19.368262386322023,3.2104131191034377
Freischuetz,quantization,10,4.5,2.8722813232690143,0.9875,0.025,0.9875,0.025,0.56875,0.090355201842506,0.56875,0.090355201842506,0.8,0.4,0.8,0.4,0.0,0.0,0.0,0.0,20.878013801574706,1.3238456832655927,63.58559989929199,0.01542231447820547
Freischuetz,reverb,30,4.5,2.8722813232690143,0.99375,0.01875,0.9416666666666667,0.06236095644623236,0.50625,0.12432107289863079,0.49583333333333335,0.12388390622765422,0.9,0.3,0.43333333333333335,0.49553562491061676,0.0,0.0,0.0,0.0,24.40165843963623,3.6423028712346412,4.043214778105418,2.235447203992856
Freischuetz,time_jitter,20,4.5,2.8722813232690143,0.98125,0.03479852726768764,0.98125,0.03479852726768764,0.528125,0.15113502861679684,0.5125,0.14197270864500683,0.75,0.4330127018922193,0.75,0.4330127018922193,0.0,0.0,0.0,0.0,23.834919929504395,2.9504240431528843,36.42250261306763,8.952774288235064
Freischuetz,time_stretch,10,4.5,2.8722813232690143,0.99375,0.01875,0.8875,0.10383279828647593,0.54375,0.07421463804398698,0.5125,0.10383279828647594,0.9,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.0,0.0,23.589750480651855,1.9070045550474453,-16.445751237869263,7.134258264149468
Freischuetz,vorbis,40,4.5,2.8722813232690143,0.9921875,0.020669932117692115,0.9890625,0.02374794398995416,0.4796875,0.13213060241196967,0.48125,0.1195695404356812,0.875,0.33071891388307384,0.825,0.3799671038392666,0.0,0.0,0.0,0.0,24.39666590690613,3.6624433188873367,23.910258197784422,1.5616404472866159
GuitarSet,aac,16,3.75,2.680951323690902,1.0,0.0,0.70703125,0.10297989317550053,0.4765625,0.10797089813347854,0.46875,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.861003637313843,2.9806550014689783,-19.777649741619825,12.413898895354132
GuitarSet,background_noise,32,3.625,2.496873044429772,1.0,0.0,0.994140625,0.018217537213064093,0.50390625,0.10704835629722438,0.498046875,0.11743138684029229,1.0,0.0,0.90625,0.2914805954090255,0.0,0.0,0.0,0.0,25.1117262840271,3.428332461825874,28.718734860420227,2.189673307031033
GuitarSet,dac,44,4.045454545454546,2.7382355421507336,1.0,0.0,0.5426136363636364,0.1488430329253379,0.5028409090909091,0.12281799046146187,0.4914772727272727,0.14571952958218362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.272316932678223,2.3090628065410295,6.856587554920804,2.9869208123747266
GuitarSet,dynamic_range_compression,56,4.285714285714286,2.8392295591931127,0.9988839285714286,0.008277007240062122,0.9955357142857143,0.016096211051178522,0.5033482142857143,0.12523395675847127,0.49888392857142855,0.10856914317084777,0.9821428571428571,0.132432115840994,0.9285714285714286,0.25753937681885636,0.0,0.0,0.0,0.0,24.065476213182723,3.1283366417803373,9.745119673865181,2.7983886667706557
GuitarSet,dynamic_range_expansion,42,4.023809523809524,2.798707994755669,0.9970238095238095,0.013309928437498746,0.9955357142857143,0.016096211051178526,0.5178571428571429,0.13102000418485202,0.5223214285714286,0.12031505375414978,0.9523809523809523,0.21295885499997996,0.9285714285714286,0.25753937681885636,0.0,0.0,0.0,0.0,24.321141015915643,3.2449946198478354,4.228772995727403,3.229214361274301
GuitarSet,encodec,52,3.9615384615384617,2.681572002085132,1.0,0.0,0.8954326923076923,0.10307848152883287,0.45552884615384615,0.11968040025986271,0.5012019230769231,0.10291016711822878,1.0,0.0,0.3269230769230769,0.46908888144809496,0.0,0.0,0.0,0.0,24.103499045738808,3.4037541055991873,9.63412316945883,3.3205329699557025
GuitarSet,eq,56,3.2857142857142856,2.4619554199448697,1.0,0.0,0.9140625,0.09490545401025621,0.5234375,0.11785524044730832,0.4888392857142857,0.11458091756884461,1.0,0.0,0.35714285714285715,0.47915742374995496,0.0,0.0,0.0,0.0,24.2058265209198,3.10858027191304,2.329562240147165,2.667212764581336
GuitarSet,gain,30,3.7,2.758622844826744,1.0,0.0,1.0,0.0,0.49583333333333335,0.12493053625470792,0.4791666666666667,0.11448859720028405,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.752215512593587,2.483673827684805,95.07255020141602,8.610988613499611
GuitarSet,gaussian_noise,44,4.045454545454546,2.738235542150733,1.0,0.0,0.9985795454545454,0.009314543358383522,0.4616477272727273,0.1084300979027426,0.4616477272727273,0.11784637435823034,1.0,0.0,0.9772727272727273,0.14903269373413638,0.0,0.0,0.0,0.0,25.019531336697664,3.4638008166044005,29.24910341609608,2.1843184333585843
GuitarSet,highpass,24,3.6666666666666665,2.560381915956203,1.0,0.0,0.9817708333333334,0.03365324995656272,0.546875,0.1213664603930317,0.5338541666666666,0.12100270995300982,1.0,0.0,0.75,0.4330127018922193,0.0,0.0,0.0,0.0,26.86224913597107,1.9711674163115664,-9.021913945674896,2.434400124850405
GuitarSet,limiter,34,3.7941176470588234,2.5179287912734694,1.0,0.0,0.9981617647058824,0.010559857806136082,0.5,0.11343565162162876,0.5330882352941176,0.1116340180197719,1.0,0.0,0.9705882352941176,0.1689577248981773,0.0,0.0,0.0,0.0,27.47124739254222,1.8847295765347722,7.432395163704367,1.6337274492086045
GuitarSet,lowpass,40,3.7,2.6095976701399777,1.0,0.0,0.9984375,0.009757809372497497,0.4640625,0.10994272301407675,0.48125,0.11197795541980574,1.0,0.0,0.975,0.15612494995995996,0.0,0.0,0.0,0.0,24.046203136444092,2.6708767352327585,14.620690941810608,3.4287524046412154
GuitarSet,mp3,74,4.175675675675675,2.737912541335629,0.9991554054054054,0.007216219379491159,0.9966216216216216,0.014132770718481005,0.5008445945945946,0.12729864666898297,0.5084459459459459,0.12681300256164502,0.9864864864864865,0.11545951007185856,0.9459459459459459,0.22612433149569608,0.0,0.0,0.0,0.0,24.343685433671283,3.8398345343106466,20.055566194895153,4.205851987796612
