n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
16216,3.7886038480513076,2.695802136799831,0.9973174642328564,0.015752648922766774,0.890929483226443,0.2004221785366154,0.49899019486926494,0.12464854747381746,0.4990441539220523,0.12522931528350667,0.9648495313270844,0.1841600207020786,0.6307350764676862,0.4826057809237144,6.1667488899852e-05,0.007852622875235053,0.0,0.0,23.376146086578483,4.870146077407069,12.355215256525637,25.700469714078878
