n,chunk_index_mean,chunk_index_std,msg_l_mean,msg_l_std,hard/clean_mean,hard/clean_std,bitwise/clean_mean,bitwise/clean_std,hard/distorted_mean,hard/distorted_std,bitwise/distorted_mean,bitwise/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
11489,2.5314648794499086,1.8917726282746798,0.0295718835205086,0.09520268024487592,0.9879014709722344,0.10932591011800452,0.9989337627295675,0.011671451770985504,0.5641047958917225,0.4958735475337241,0.7773794499086082,0.3012201711798929,0.0,0.0,0.3253764470362956,0.11687712229943072,0.0,0.0,0.3231025328575159,0.11621054787197303,49.00508575778124,0.6993135623475482,12.281609034322777,26.283717312180194
