clean,watermarked,wm_method,instrument,si_snr_clean,si_snr_watermarked,delta_si_snr,snr,lsd,pesq,stoi
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0006/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0006/2_watermarked.wav,SemanticCluster,speech,101.8736,40.46902,-61.404575,40.469254,7.505828857421875,3.80794358253479,0.9996880504385184
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0007/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0007/2_watermarked.wav,SemanticCluster,speech,102.541794,39.869778,-62.672016,39.870155,6.671660900115967,3.924309253692627,0.9996797714053152
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0008/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0008/2_watermarked.wav,SemanticCluster,speech,101.57129,40.062744,-61.508545,40.062958,5.184079647064209,3.963202714920044,0.9997553178864049
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0009/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0009/2_watermarked.wav,SemanticCluster,speech,100.4093,39.99176,-60.41754,39.991848,6.026242256164551,3.8657004833221436,0.9997304846775615
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0010/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0010/2_watermarked.wav,SemanticCluster,speech,103.31394,40.25393,-63.060013,40.25399,5.097465991973877,3.9130735397338867,0.999691365558698
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0011/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0011/2_watermarked.wav,SemanticCluster,speech,96.53426,40.103775,-56.43049,40.10374,5.64893913269043,3.99751615524292,0.9978609427729636
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0012/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0012/2_watermarked.wav,SemanticCluster,speech,101.471054,39.735832,-61.73522,39.735992,5.66168737411499,3.9380197525024414,0.9974685051956282
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0013/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0013/2_watermarked.wav,SemanticCluster,speech,100.704254,40.07933,-60.624924,40.079735,6.425220012664795,3.766261339187622,0.9997362739983028
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0014/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0014/2_watermarked.wav,SemanticCluster,speech,103.49189,39.548668,-63.943222,39.548973,5.800489902496338,3.8169355392456055,0.9990875372967978
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0015/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0015/2_watermarked.wav,SemanticCluster,speech,101.56682,39.91327,-61.65355,39.913605,4.823544979095459,4.01146936416626,0.999732559442163
