clean,watermarked,attack,instrument,si_snr_clean,si_snr_watermarked,delta_si_snr,snr,lsd,pesq,stoi
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0007/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0007/2_watermarked.wav,,speech,103.74622,26.583681,-77.162544,26.593043912541248,8.823645122838487,4.461690425872803,0.999496965234764
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0008/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0008/2_watermarked.wav,,speech,97.63299,25.12826,-72.50473,25.141446527550784,8.93346516809403,4.406927585601807,0.999507351285795
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0009/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0009/2_watermarked.wav,,speech,104.03336,28.174103,-75.85926,28.18066499920331,8.943453243800455,4.454413890838623,0.998635245289176
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0010/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0010/2_watermarked.wav,,speech,101.54242,26.439173,-75.10325,26.4487646023383,8.95134394194668,4.422218322753906,0.99945085091349
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0011/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0011/2_watermarked.wav,,speech,103.16887,26.635803,-76.533066,26.644956035235985,8.804762993827584,4.424612522125244,0.9994687848886523
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0012/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0012/2_watermarked.wav,,speech,103.22598,24.991598,-78.23438,25.00523059365183,8.999165344917865,4.468513011932373,0.9995097869038965
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0013/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0013/2_watermarked.wav,,speech,103.517334,29.22718,-74.29015,29.232345756610435,8.940073731858435,4.493951320648193,0.9992848287601186
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0014/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0014/2_watermarked.wav,,speech,103.71222,23.783949,-79.92827,23.80131704804775,8.942573835002813,4.45700216293335,0.9989803991687131
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0015/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0015/2_watermarked.wav,,speech,104.196434,25.138237,-79.0582,25.150565367888507,8.864996701614725,4.411959648132324,0.9996140595662907
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0016/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0016/2_watermarked.wav,,speech,103.97832,25.678633,-78.29968,25.689624176988627,9.223027654287481,4.444199562072754,0.998096756239347
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0017/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0017/2_watermarked.wav,,speech,104.044235,24.267803,-79.77643,24.283833708394376,9.13070685006755,4.492262363433838,0.9978170271948736
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0018/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0018/2_watermarked.wav,,speech,103.82293,27.463043,-76.359886,27.470823154992893,9.004754983066595,4.432063579559326,0.9990574329999939
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0019/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0019/2_watermarked.wav,,speech,105.45933,26.898376,-78.56095,26.90576529053852,9.122350210540766,4.503666877746582,0.9994689779984094
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0020/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0020/2_watermarked.wav,,speech,103.58222,29.026987,-74.55524,29.032210385995473,9.08140103350422,4.454946041107178,0.9986063723336085
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0021/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0021/2_watermarked.wav,,speech,105.9779,24.93945,-81.03845,24.952402642501145,9.163907974320942,4.484295845031738,0.9994988082587435
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0022/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0022/2_watermarked.wav,,speech,107.28775,24.938013,-82.34974,24.95158923454497,9.064304101063204,4.409116268157959,0.9994613526686779
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0023/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0023/2_watermarked.wav,,speech,101.9717,29.03137,-72.94033,29.036766022208397,9.073170187132312,4.485084533691406,0.9991178451055337
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0024/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0024/2_watermarked.wav,,speech,100.303276,29.23712,-71.066154,29.242252780710906,9.032972106328396,4.408782482147217,0.9983981349964488
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0025/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0025/2_watermarked.wav,,speech,104.03525,26.415356,-77.61989,26.42315341591569,8.779564218683491,4.39821195602417,0.9986258943834985
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0026/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0026/2_watermarked.wav,,speech,105.07066,26.618898,-78.45177,26.62812705892044,9.063155846111655,4.396178722381592,0.9990091656565016
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0027/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0027/2_watermarked.wav,,speech,104.39279,23.475523,-80.91727,23.49379173204063,8.999612038753883,4.376419544219971,0.9985188347161629
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0028/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0028/2_watermarked.wav,,speech,102.57318,29.346304,-73.226875,29.35129402168993,8.89586695774817,4.4770660400390625,0.9991723408039207
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0029/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0029/2_watermarked.wav,,speech,105.85199,26.999947,-78.85204,27.00850737379404,8.508760893300533,4.5288190841674805,0.9986291071149049
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0030/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0030/2_watermarked.wav,,speech,102.06601,24.068687,-77.99732,24.081303699837008,8.668659769244524,4.538127422332764,0.9996836522327943
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0031/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0031/2_watermarked.wav,,speech,104.929924,27.53931,-77.39061,27.54690013314375,8.578414552743686,4.477410316467285,0.9995222623148021
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0032/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0032/2_watermarked.wav,,speech,106.72223,24.980505,-81.74172,24.994270037322156,8.415615517583063,4.473185062408447,0.9992049643938731
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0033/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0033/2_watermarked.wav,,speech,105.65118,27.257555,-78.39362,27.26566316928501,8.833840212863219,4.467042446136475,0.9989796381801471
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0034/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0034/2_watermarked.wav,,speech,105.152214,27.178936,-77.97328,27.187210075974125,8.703221905862872,4.453159332275391,0.9992839677741753
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0035/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0035/2_watermarked.wav,,speech,103.06918,23.068045,-80.00114,23.084016931029318,8.950448668975516,4.5124616622924805,0.9992083756492396
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0036/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0036/2_watermarked.wav,,speech,105.68201,27.386658,-78.29535,27.394509773902307,8.836817126364428,4.491928577423096,0.9996096811119544
../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0037/1_original.wav,../watermark_research/results/LibriSpeech-init/AudioSeal/2277-149897-0037/2_watermarked.wav,,speech,101.53718,27.48644,-74.050735,27.494158261562802,8.922074409041324,4.411892890930176,0.9990858238742936
