n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
11489,2.5314648794499086,1.8917726282746798,0.999238401949691,0.024932275780238013,0.8235322917573331,0.38028399652134937,3.807990251544956e-05,0.004081483464566969,4.3519888589085215e-05,0.00466455253093368,0.9973017669074767,0.051874392822487056,0.8160849508225259,0.38741489886621727,0.0,0.0,0.0,0.0,35.16483702598596,2.1758502926982275,21.082026752972155,28.389758646208744
