dataset,attack_type,n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
Freischuetz,limiter,60,4.5,2.8722813232690143,1.0,0.0,0.9979166666666667,0.011219093348196882,0.0,0.0,0.0,0.0,1.0,0.0,0.9666666666666667,0.1795054935711501,0.0,0.0,0.0,0.0,37.2286184946696,1.2259002549514504,7.852954735358556,2.993753262360144
Freischuetz,mp3,30,4.5,2.8722813232690143,1.0,0.0,0.49166666666666664,0.49231948186337515,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,37.461066563924156,1.9876788757947175,19.457819747924805,3.141993953552052
Freischuetz,quantization,10,4.5,2.8722813232690143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.342885971069336,0.8624202274155749,63.58559989929199,0.01542231447820547
Freischuetz,reverb,30,4.5,2.8722813232690143,1.0,0.0,0.9979166666666667,0.011219093348196882,0.0,0.0,0.0,0.0,1.0,0.0,0.9666666666666667,0.17950549357115012,0.0,0.0,0.0,0.0,37.140298461914064,1.2563862350831514,4.043214744329452,2.235447253127296
Freischuetz,time_jitter,20,4.5,2.8722813232690143,1.0,0.0,0.94375,0.21731673313392139,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.3570714214271425,0.0,0.0,0.0,0.0,37.782254981994626,0.7104992872289971,36.42250261306763,8.952774288235064
Freischuetz,time_stretch,10,4.5,2.8722813232690143,1.0,0.0,0.975,0.041457809879442496,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.45825756949558394,0.0,0.0,0.0,0.0,37.761406326293944,1.1516150257380608,-16.4457058429718,7.134215878248115
Freischuetz,vorbis,40,4.5,2.8722813232690143,1.0,0.0,0.9609375,0.15730115175595505,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,37.51690807342529,1.036926126314337,23.906660175323488,1.558023961390979
GuitarSet,aac,16,3.75,2.680951323690902,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.139673471450806,1.6541722311193576,-19.778672955930233,12.444327787352742
GuitarSet,background_noise,32,3.625,2.496873044429772,1.0,0.0,0.998046875,0.010874539771152386,0.0,0.0,0.0,0.0,1.0,0.0,0.96875,0.17399263633843817,0.0,0.0,0.0,0.0,37.88114392757416,1.0119128227115288,28.718734860420227,2.189673307031033
GuitarSet,dac,44,4.045454545454546,2.7382355421507336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.04460490833629,1.3526390401939985,6.855738817290827,2.988604957819146
GuitarSet,dynamic_range_compression,56,4.285714285714286,2.8392295591931127,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.57973303113665,0.9745320992004212,9.745119682380132,2.7983886591858917
GuitarSet,dynamic_range_expansion,42,4.023809523809524,2.798707994755669,1.0,0.0,0.9985119047619048,0.009528458686656024,0.0,0.0,0.0,0.0,1.0,0.0,0.9761904761904762,0.15245533898649638,0.0,0.0,0.0,0.0,38.04580870128813,1.1603049753310506,4.228772995727403,3.229214361274301
GuitarSet,encodec,52,3.9615384615384617,2.681572002085132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.277050311748795,1.765121613054658,9.635213732719421,3.322098374404841
GuitarSet,eq,56,3.2857142857142856,2.4619554199448697,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.970081193106516,1.0194951316461673,2.32956214116088,2.6672128179073726
GuitarSet,gain,30,3.7,2.758622844826744,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.08757069905599,1.277420599564585,95.07255020141602,8.610988613499611
GuitarSet,gaussian_noise,44,4.045454545454546,2.738235542150733,1.0,0.0,0.46732954545454547,0.49022559675926264,0.0,0.0,0.0,0.0,1.0,0.0,0.38636363636363635,0.48691557467337615,0.0,0.0,0.0,0.0,37.685719056562945,1.1106799888845937,29.24910341609608,2.1843184333585843
GuitarSet,highpass,24,3.6666666666666665,2.560381915956203,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.868412017822266,1.1105681471839626,-9.021913945674896,2.434400124850405
GuitarSet,limiter,34,3.7941176470588234,2.5179287912734694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.125721650965076,1.0329034139649085,7.432395163704367,1.6337274492086045
GuitarSet,lowpass,40,3.7,2.6095976701399777,1.0,0.0,0.9984375,0.009757809372497497,0.0,0.0,0.0,0.0,1.0,0.0,0.975,0.15612494995995996,0.0,0.0,0.0,0.0,38.109027767181395,1.125432508115349,14.620690941810608,3.4287524046412154
GuitarSet,mp3,74,4.175675675675675,2.737912541335629,1.0,0.0,0.7719594594594594,0.4064036134252662,0.0,0.0,0.0,0.0,1.0,0.0,0.6216216216216216,0.4849826606736854,0.0,0.0,0.0,0.0,38.01414783580883,1.6089959334567323,20.053787038132953,4.195300870915589
GuitarSet,phase_shift,42,3.8333333333333335,2.6178568721713193,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.56834702264695,0.967536395355066,-12.540711141767956,6.060851547694734
GuitarSet,polarity,26,4.038461538461538,2.7801600566924924,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.78093514075646,0.9881496142306206,90.57819307767429,3.3250580947400566e-05
GuitarSet,quantization,36,4.055555555555555,2.6764865489879788,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.93775357140435,0.9480404675565325,58.90035809410943,5.134100123196866
GuitarSet,reverb,46,3.4565217391304346,2.40205095101385,1.0,0.0,0.9375,0.2052305172662957,0.0,0.0,0.0,0.0,1.0,0.0,0.7608695652173914,0.42655254065975184,0.0,0.0,0.0,0.0,38.05681585228962,1.5972533078836932,2.5148398364367694,2.0514753498041354
GuitarSet,time_jitter,28,4.214285714285714,2.7562544830821056,1.0,0.0,0.8459821428571429,0.3465720776956293,0.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.45175395145262565,0.0,0.0,0.0,0.0,37.558955328805105,0.8727723687186081,28.823133059910365,7.383144891824765
GuitarSet,time_stretch,10,4.5,2.8722813232690143,1.0,0.0,0.9625,0.0637377439199098,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.45825756949558394,0.0,0.0,0.0,0.0,37.34673919677734,0.6385843182856915,-12.858608198165893,7.337060538470825
GuitarSet,vorbis,22,3.227272727272727,2.1936233658206645,1.0,0.0,0.9488636363636364,0.2078334222519532,0.0,0.0,0.0,0.0,1.0,0.0,0.8636363636363636,0.3431742925123068,0.0,0.0,0.0,0.0,37.79203016107733,1.3229366197819858,25.289232514121316,2.0911957350866186
MAESTRO,aac,30,4.5,2.8722813232690143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0115613301595,1.0557101002069043,-22.439596875508627,9.651296835124182
MAESTRO,dac,40,4.5,2.8722813232690143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.14450902938843,1.091855103559169,6.4571243047714235,1.482951691042695
MAESTRO,dynamic_range_compression,40,4.5,2.8722813232690143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.91889925003052,0.7090595045815637,9.819004011154174,2.1879105122690623
MAESTRO,dynamic_range_expansion,20,4.5,2.8722813232690143,1.0,0.0,0.95,0.21794494717703372,0.0,0.0,0.0,0.0,1.0,0.0,0.95,0.21794494717703372,0.0,0.0,0.0,0.0,38.3934741973877,1.2124937892124525,5.872500848770142,1.6128838395042056
