n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
16216,3.7886038480513076,2.695802136799831,0.9971748581647756,0.04648893065439193,0.7745860569807598,0.4141041739787267,3.0833744449926e-05,0.003926311437617526,0.0,0.0,0.988714849531327,0.10563046836766525,0.738776517020227,0.43930146246022134,0.0,0.0,0.0,0.0,36.5471337461448,2.9186919406543166,12.358234003087231,25.709641327489916
