n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
9016,3.220496894409938,2.3991100319998933,0.9956743566992015,0.020339120853597764,0.9063123890860693,0.19478507537417938,0.5003951308784383,0.12472004412805181,0.5004505878438332,0.12370833897463762,0.945430346051464,0.22713829887641793,0.7076308784383318,0.45485098473997687,0.00011091393078970719,0.010530984231764094,0.0,0.0,23.03279230122875,5.633514782165896,21.63499219561337,28.53468858765652
