attack_type,chunk_index,n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
dac,6,45,6.0,0.0,0.9986111111111111,0.00921284663987611,0.5138888888888888,0.12767205771423776,0.49027777777777776,0.12144640132610653,0.4875,0.11975089885999927,0.9777777777777777,0.14740554623801777,0.0,0.0,0.0,0.0,0.0,0.0,23.45615465376112,6.128735588599152,3.3186663375960457,6.291466662163937
dac,7,45,7.0,0.0,0.9972222222222222,0.01842569327975222,0.5347222222222222,0.13854123155041667,0.5305555555555556,0.11608652052203815,0.5166666666666667,0.10897247358851683,0.9777777777777777,0.14740554623801777,0.0,0.0,0.0,0.0,0.0,0.0,23.599414825439453,6.430010094330331,3.98533702161577,6.262610893202128
dac,8,22,8.0,0.0,1.0,0.0,0.5340909090909091,0.12742989484094208,0.5284090909090909,0.12172889366834404,0.5284090909090909,0.13683630203173064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.43701934814453,3.270801100847341,6.484226849946109,2.268743987706347
dac,9,22,9.0,0.0,0.9943181818181818,0.017967486705502158,0.5227272727272727,0.1366001736383103,0.5284090909090909,0.15277647340623582,0.5,0.13847792735174932,0.9090909090909091,0.28747978728803447,0.0,0.0,0.0,0.0,0.0,0.0,22.66910422932018,3.4841441886583837,6.675174564123154,3.035674402060879
dynamic_range_compression,0,77,0.0,0.0,0.9959415584415584,0.01540070289043042,0.9959415584415584,0.01540070289043042,0.5064935064935064,0.11332866504759835,0.5089285714285714,0.11338678529607127,0.935064935064935,0.24641124624688673,0.935064935064935,0.24641124624688673,0.0,0.0,0.0,0.0,23.09462429641129,4.787938153402531,33.416103424964014,23.40714351828513
dynamic_range_compression,1,77,1.0,0.0,0.9935064935064936,0.025846888519627683,0.9935064935064936,0.025846888519627683,0.4837662337662338,0.12556794570953045,0.4862012987012987,0.12071527248571484,0.922077922077922,0.2680489277993544,0.922077922077922,0.2680489277993544,0.0,0.0,0.0,0.0,22.679072095202162,4.907031973311083,34.15439562364058,22.976526339449634
dynamic_range_compression,2,74,2.0,0.0,0.9966216216216216,0.017473108839169933,0.9949324324324325,0.019915246828634454,0.512668918918919,0.10222386261544049,0.5076013513513513,0.10823010958044656,0.9594594594594594,0.19722323674765438,0.9324324324324325,0.25100237325684743,0.0,0.0,0.0,0.0,22.607324187820023,5.11765399017257,35.50867485355686,24.813200918807453
dynamic_range_compression,3,74,3.0,0.0,0.9966216216216216,0.014132770718481003,0.995777027027027,0.015687648328552965,0.4890202702702703,0.12515113671696543,0.4890202702702703,0.12557221566044338,0.9459459459459459,0.22612433149569608,0.9324324324324325,0.25100237325684743,0.0,0.0,0.0,0.0,22.791068631249505,5.049850432402261,35.74780229620031,24.377498018713396
dynamic_range_compression,4,62,4.0,0.0,0.9969758064516129,0.013411426104485957,0.9969758064516129,0.013411426104485957,0.5403225806451613,0.10772620973703667,0.5383064516129032,0.116848549442275,0.9516129032258065,0.21458281767177534,0.9516129032258065,0.21458281767177534,0.0,0.0,0.0,0.0,23.440738401105328,5.447054794184237,36.33557331946589,25.069087962900653
dynamic_range_compression,5,62,5.0,0.0,0.9969758064516129,0.013411426104485957,0.9969758064516129,0.013411426104485957,0.48185483870967744,0.14171824008701592,0.48286290322580644,0.13002469273412467,0.9516129032258065,0.21458281767177534,0.9516129032258065,0.21458281767177534,0.0,0.0,0.0,0.0,22.951896575189405,4.916676263821524,35.398163657034594,23.183608890738114
