n,chunk_index_mean,chunk_index_std,msg_l_mean,msg_l_std,hard/clean_mean,hard/clean_std,bitwise/clean_mean,bitwise/clean_std,hard/distorted_mean,hard/distorted_std,bitwise/distorted_mean,bitwise/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
11489,2.5314648794499086,1.8917726282746798,0.029572829274070678,0.09520118558585515,0.9879014709722344,0.10932591011800452,0.9989337627295675,0.011671451770985504,0.7084167464531291,0.4544914298398729,0.84051048829315,0.27896994696024746,0.0,0.0,0.3253818870223692,0.11688088633051313,0.0,0.0,0.324832448428932,0.11605729552682932,49.005085758777334,0.6993135665958111,21.081636386410935,28.38953795448396
