dataset,attack_type,n,chunk_index_mean,chunk_index_std,msg_l_mean,msg_l_std,hard/clean_mean,hard/clean_std,bitwise/clean_mean,bitwise/clean_std,hard/distorted_mean,hard/distorted_std,bitwise/distorted_mean,bitwise/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
GuitarSet,gain,21,2.4285714285714284,1.9166296949998196,0.003943954180656484,0.006639098964034771,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.37797619047619047,0.09735373353450075,0.0,0.0,0.3601190476190476,0.14161163396869428,49.13331131708054,0.21688892135056018,82.17075820196243,2.344588433060244
GuitarSet,gaussian_noise,31,2.7096774193548385,1.9209128943173426,0.011121739758348823,0.019866186958981378,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3064516129032258,0.09168400807179092,0.0,0.0,0.32056451612903225,0.09490808303177274,49.44658439390121,0.46413515992606474,53.00829093686996,5.370591415981211
GuitarSet,highpass,17,2.4705882352941178,1.818779392204742,0.006491900796818789,0.008610076642168113,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.375,0.10280979010374679,0.0,0.0,0.35294117647058826,0.09810047105975246,49.45152955896714,0.1665203613186204,6.271671028698192,7.277364206780913
GuitarSet,limiter,25,2.64,1.8084247288731705,0.005500757998961432,0.00783178464781443,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.34,0.10470195795685962,0.0,0.0,0.3,0.10752906583803283,49.455359344482424,0.22479328817097627,15.506194190979004,4.772200968452437
GuitarSet,lowpass,28,2.4642857142857144,1.8416247263362484,0.007142990111398266,0.008629287725420643,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3392857142857143,0.11133896351196362,0.0,0.0,0.32589285714285715,0.12086594973822218,49.45666435786656,0.3834286994636759,23.426029545920237,3.7804930111958073
GuitarSet,mp3,53,2.830188679245283,1.9204544377357695,0.0077943557902608925,0.013362088649053794,1.0,0.0,1.0,0.0,0.8867924528301887,0.31684633252352196,0.9858490566037735,0.05516045077135143,0.0,0.0,0.2959905660377358,0.1159144728036149,0.0,0.0,0.3408018867924528,0.1199240852491905,49.426908241128025,0.3088682318233912,32.17440824688605,7.536523344299345
GuitarSet,phase_shift,30,2.6,1.8547236990991407,0.007065085182087645,0.022950542692543232,1.0,0.0,1.0,0.0,0.13333333333333333,0.33993463423951903,0.7229166666666667,0.24135216604695214,0.0,0.0,0.3145833333333333,0.10010844813944969,0.0,0.0,0.32083333333333336,0.10913167378090663,49.326825841267905,0.1997991269159058,-14.302686166763305,6.3198492235946215
GuitarSet,polarity,18,2.6666666666666665,1.9436506316151,0.005931082097554745,0.00814040169752918,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3159722222222222,0.12753033105699277,0.0,0.0,0.3159722222222222,0.12753033105699277,49.27398448520236,0.40641767391733846,92.33910285101996,2.2730658091463296e-05
GuitarSet,quantization,26,2.769230769230769,1.8873606379054304,0.006103217275057601,0.011816563353350018,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3173076923076923,0.1500431397531465,0.0,0.0,0.3245192307692308,0.14710674308456,49.24264981196477,0.2098189827659264,63.53908890944261,11.993794557443332
GuitarSet,reverb,33,2.3636363636363638,1.7376086287068426,0.0127033170495203,0.019059693821145765,1.0,0.0,1.0,0.0,0.8484848484848485,0.35855028988482524,0.990530303030303,0.02240939311780158,0.0,0.0,0.2878787878787879,0.116103273666622,0.0,0.0,0.3106060606060606,0.09545153915419813,49.68957392374674,0.35340628793767265,8.51129606998328,1.9510950684410067
GuitarSet,time_jitter,20,2.85,1.9306734576307825,0.0041278232058175,0.004948870625089832,1.0,0.0,1.0,0.0,0.45,0.4974937185533099,0.903125,0.10730177945868373,0.0,0.0,0.303125,0.11052961989892121,0.0,0.0,0.315625,0.10910681406310056,49.27829875946045,0.11186457719267275,28.996054267883302,3.938927177249245
