attack_type,chunk_index,n,chunk_index_mean,chunk_index_std,msg_l_mean,msg_l_std,hard/clean_mean,hard/clean_std,bitwise/clean_mean,bitwise/clean_std,hard/distorted_mean,hard/distorted_std,bitwise/distorted_mean,bitwise/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
dynamic_range_expansion,2,116,2.0,0.0,0.024327778311140438,0.05826444164464475,0.9827586206896551,0.13016955922880602,0.9989224137931034,0.008135597451800378,0.9137931034482759,0.2806693206224088,0.9800646551724138,0.0908677404293909,0.0,0.0,0.30064655172413796,0.10345388813799129,0.0,0.0,0.30872844827586204,0.1114077705811763,49.01257978636643,0.46901884126608057,25.06089423140832,25.717443696215884
dynamic_range_expansion,3,106,3.0,0.0,0.01775352832256354,0.04674873554746094,0.9905660377358491,0.09666934684867547,0.9994103773584906,0.006041834178042217,0.9150943396226415,0.2787412585413991,0.9770047169811321,0.09687232638509058,0.0,0.0,0.3130896226415094,0.12977191161131066,0.0,0.0,0.3125,0.1296311894685028,49.02731028142965,0.44435178195658354,26.248147815465927,28.000350686184774
dynamic_range_expansion,4,74,4.0,0.0,0.011988347685978671,0.050793907318333845,1.0,0.0,1.0,0.0,0.9459459459459459,0.2261243314956961,0.9940878378378378,0.02552017724617927,0.0,0.0,0.34290540540540543,0.10640551181097041,0.0,0.0,0.3251689189189189,0.1219993430705349,48.9459222845129,0.3604238933341665,27.03249061268729,28.15851617811023
dynamic_range_expansion,5,74,5.0,0.0,0.012905422171974884,0.055234341960070155,1.0,0.0,1.0,0.0,0.9459459459459459,0.22612433149569608,0.9755067567567568,0.10767504583183041,0.0,0.0,0.3277027027027027,0.11246753041700883,0.0,0.0,0.3260135135135135,0.11817082724589663,48.92534322996397,0.3603359475894485,29.487686838652635,28.90994392398922
dynamic_range_expansion,6,52,6.0,0.0,0.0016527148211240975,0.004094798606487347,1.0,0.0,1.0,0.0,0.9807692307692307,0.13733516208736252,0.9975961538461539,0.017166895260920315,0.0,0.0,0.33413461538461536,0.11359285914144865,0.0,0.0,0.32211538461538464,0.09911311600042454,48.865709231450005,0.3009526921513232,27.83483230150663,27.234958874564946
encodec,0,170,0.0,0.0,0.03528904269659004,0.10337656167311235,0.9882352941176471,0.10782531046954917,0.9988970588235294,0.010661764705882353,0.0,0.0,0.3338235294117647,0.13861610563164886,0.0,0.0,0.33051470588235293,0.10898053558630642,0.0,0.0,0.31213235294117647,0.11190550825056204,49.07513901205624,0.7400457330444075,8.510743033316206,8.508469314682332
encodec,1,170,1.0,0.0,0.039330719574827214,0.10426533797732584,0.9882352941176471,0.10782531046954918,0.9988970588235294,0.010661764705882353,0.0,0.0,0.3466911764705882,0.12353214720360674,0.0,0.0,0.33492647058823527,0.11713410692531151,0.0,0.0,0.3246323529411765,0.10767791766786354,49.09425481908462,0.7237417860645624,8.583796532101491,8.547676013936277
encodec,2,167,2.0,0.0,0.03737925497150652,0.106547729230304,0.9820359281437125,0.13282079648394512,0.9985029940119761,0.011751735380320046,0.0,0.0,0.33944610778443113,0.12032403891632829,0.0,0.0,0.3241017964071856,0.11579561463211985,0.0,0.0,0.3188622754491018,0.11478361136997611,49.09179934198985,0.7176776826630211,8.58284021744471,8.130778968224599
encodec,3,151,3.0,0.0,0.03572917750459427,0.11158179456863632,0.9867549668874173,0.11432236093796072,0.9966887417218543,0.03581195098729018,0.0,0.0,0.34892384105960267,0.12193205615842412,0.0,0.0,0.32822847682119205,0.12421494848640903,0.0,0.0,0.31374172185430466,0.11154167774953412,49.05674718389448,0.7528997533916139,9.308764092574846,7.485983301014994
encodec,4,118,4.0,0.0,0.01828812135734252,0.07768985613909415,0.9915254237288136,0.09166655785077935,0.9994703389830508,0.005729159865673714,0.0,0.0,0.3167372881355932,0.1096897147632775,0.0,0.0,0.3400423728813559,0.11834575845175854,0.0,0.0,0.3125,0.09523888342087089,48.969048710192666,0.4179946702738104,10.463643669198126,6.00350972142776
encodec,5,118,5.0,0.0,0.02152520454301999,0.08725200861014963,0.9915254237288136,0.09166655785077935,0.9994703389830508,0.005729159865673714,0.0,0.0,0.3527542372881356,0.13283830724559803,0.0,0.0,0.3315677966101695,0.1169291925978528,0.0,0.0,0.319385593220339,0.1184132989520851,48.97207680395094,0.4228050835488054,10.64610205717006,5.998097522598038
encodec,6,78,6.0,0.0,0.001420607670882191,0.0031821533546427905,1.0,0.0,1.0,0.0,0.0,0.0,0.3189102564102564,0.11436740008629365,0.0,0.0,0.31971153846153844,0.11584277362096107,0.0,0.0,0.30288461538461536,0.12095909255201082,48.810359123425606,0.29629234705872626,11.920309219604883,2.5090055967264013
eq,0,137,0.0,0.0,0.056709843556633124,0.16115197630875122,0.9708029197080292,0.1683585780243912,0.9958941605839416,0.027440608105515633,0.9124087591240876,0.28269951432170926,0.9867700729927007,0.05519884475275245,0.0,0.0,0.33941605839416056,0.12006585129518495,0.0,0.0,0.32983576642335766,0.11569616497263899,49.141940513666526,1.3122052072070556,11.613478594452795,3.541589347924293
eq,1,137,1.0,0.0,0.057243497189133276,0.151964841058242,0.9708029197080292,0.16835857802439116,0.9977189781021898,0.01394225072074464,0.927007299270073,0.2601245208935104,0.9867700729927007,0.06471030374633994,0.0,0.0,0.3362226277372263,0.11280154913823438,0.0,0.0,0.33257299270072993,0.11549992163782197,49.11528527475622,1.1166231378702156,11.364827841737844,3.58308534735894
eq,2,136,2.0,0.0,0.05775746587676884,0.1658646349914004,0.9705882352941176,0.16895772489817729,0.9954044117647058,0.030910242133823963,0.9338235294117647,0.24859031624083777,0.9885110294117647,0.061200744508151834,0.0,0.0,0.3552389705882353,0.11636098381683899,0.0,0.0,0.34375,0.125,49.163330779356116,1.2268796731503269,11.702721448505626,3.579710818109687
eq,3,117,3.0,0.0,0.0336086734306196,0.09552868626420984,0.9914529914529915,0.09205409926725645,0.999465811965812,0.005753381204203528,0.9572649572649573,0.20225913788374755,0.9946581196581197,0.03224655613843286,0.0,0.0,0.343482905982906,0.11999152269956571,0.0,0.0,0.3402777777777778,0.11007125595047385,49.04484069041717,0.5516780515777423,11.690329714718027,3.4499370705709187
eq,4,89,4.0,0.0,0.02993230887865364,0.09919385953072676,0.9887640449438202,0.10540260134434672,0.9992977528089888,0.006587662584021671,0.9550561797752809,0.20718077432118845,0.9922752808988764,0.05367484352253193,0.0,0.0,0.300561797752809,0.10553352468634382,0.0,0.0,0.3181179775280899,0.10708751599184131,48.949559629633185,0.40223790414773325,11.648334888929732,3.2635048687673125
eq,5,89,5.0,0.0,0.03141748678598797,0.11252333256583437,0.9775280898876404,0.1482124264974485,0.9985955056179775,0.00926327665609053,0.9438202247191011,0.23026855653841793,0.9845505617977528,0.07627710588182314,0.0,0.0,0.3258426966292135,0.11183162492918192,0.0,0.0,0.32303370786516855,0.11785624450744138,48.92336268907183,0.36946326136531304,11.936143767967653,3.5858326631711535
eq,6,63,6.0,0.0,0.001359271388325158,0.0035983764663501377,1.0,0.0,1.0,0.0,0.9841269841269841,0.12498425196844143,0.9990079365079365,0.00781151574802759,0.0,0.0,0.3323412698412698,0.12930359333437394,0.0,0.0,0.3253968253968254,0.10336520855262782,48.827012258862695,0.2834940911728976,11.949003336921571,3.0150579889981386
gain,0,46,0.0,0.0,0.01999088057581585,0.06759177555871271,0.9782608695652174,0.14583052027172538,0.998641304347826,0.00911440751698284,0.9782608695652174,0.14583052027172538,0.998641304347826,0.00911440751698284,0.0,0.0,0.3451086956521739,0.12137343170721354,0.0,0.0,0.3070652173913043,0.10329661852580549,48.938341472459875,0.5295282707516755,83.38463559358016,2.2528454646036264
gain,1,46,1.0,0.0,0.0205318055316984,0.07461529860494825,0.9782608695652174,0.14583052027172538,0.998641304347826,0.00911440751698284,0.9782608695652174,0.14583052027172538,0.998641304347826,0.00911440751698284,0.0,0.0,0.33695652173913043,0.13759770544752353,0.0,0.0,0.3546195652173913,0.12435591386361343,48.84449701723845,0.43741648764967633,83.38461784694506,2.2527611232123186
gain,2,46,2.0,0.0,0.018264977136475336,0.05482097399106224,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.328804347826087,0.11167784015236153,0.0,0.0,0.3451086956521739,0.12067175712594846,48.98397238358207,0.5214794360046332,83.38455017753269,2.252668226485326
gain,3,39,3.0,0.0,0.008219898930595358,0.02806131321870433,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.35096153846153844,0.11288696323946361,0.0,0.0,0.3157051282051282,0.12967902771887121,49.01233438345102,0.7535666488781265,83.3997080876277,2.298126368361242
gain,4,32,4.0,0.0,0.02479075201846411,0.09972249496628142,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.345703125,0.14572720980563092,0.0,0.0,0.3359375,0.10797089813347854,49.062302470207214,0.7145299554276292,83.2431857585907,2.457726266441608
gain,5,32,5.0,0.0,0.016276035336333535,0.04834251563739222,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.337890625,0.10229229980604296,0.0,0.0,0.3359375,0.10095974986968817,48.973074316978455,0.4374282993524774,83.24319529533386,2.4578798278302156
gain,6,21,6.0,0.0,0.0019332905748087857,0.006596937655004879,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.33630952380952384,0.12717774178108035,0.0,0.0,0.3273809523809524,0.1036979249415735,48.77098882765997,0.3251939752451509,82.6149655296689,2.5319560902307456
gaussian_noise,0,108,0.0,0.0,0.03398124460511432,0.08051808003937612,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.33391203703703703,0.11062023851865693,0.0,0.0,0.3431712962962963,0.11552497248945783,49.12012340404369,0.5755449364845212,50.64827420976427,5.451770998241354
gaussian_noise,1,108,1.0,0.0,0.03687739252278158,0.08159288284618395,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.32175925925925924,0.11148423077082432,0.0,0.0,0.33564814814814814,0.11680070195873023,49.11591759434453,0.5393043963929622,50.64759922027588,5.452435390235458
gaussian_noise,2,107,2.0,0.0,0.028114892429050083,0.07557143185473414,0.9906542056074766,0.09622084243913082,0.9994158878504673,0.006013802652445676,0.9906542056074766,0.09622084243913082,0.9994158878504673,0.006013802652445676,0.0,0.0,0.3352803738317757,0.12126201987960125,0.0,0.0,0.33936915887850466,0.12415372097526033,49.08703980490426,0.5446653102444929,50.65616732445833,5.476693085276219
gaussian_noise,3,95,3.0,0.0,0.04066646909833131,0.11831504944036828,0.9789473684210527,0.1435598073366932,0.9980263157894737,0.01420199549008086,0.968421052631579,0.17487629185090686,0.9973684210526316,0.01548500302097345,0.0,0.0,0.3111842105263158,0.11252885133276473,0.0,0.0,0.3131578947368421,0.10748880634886922,49.064541344893605,0.47155287549288066,50.60944988853053,5.369864786006532
gaussian_noise,4,65,4.0,0.0,0.020383776725487267,0.07087880860483632,0.9846153846153847,0.12307692307692307,0.9990384615384615,0.007692307692307692,0.9846153846153847,0.12307692307692307,0.9990384615384615,0.007692307692307692,0.0,0.0,0.30288461538461536,0.10754626085946489,0.0,0.0,0.31826923076923075,0.12145110054044471,48.987537853534405,0.4248581055961202,50.57606559166541,5.216371046410227
gaussian_noise,5,65,5.0,0.0,0.02634289245089158,0.08472458611509132,0.9846153846153847,0.12307692307692307,0.9990384615384615,0.007692307692307692,0.9846153846153847,0.12307692307692307,0.9990384615384615,0.007692307692307692,0.0,0.0,0.3153846153846154,0.11930828745573924,0.0,0.0,0.32019230769230766,0.12183872354967043,49.00187630286584,0.4162921076848919,50.576339897742635,5.215320254578282
gaussian_noise,6,47,6.0,0.0,0.002639109140243988,0.006068359943220161,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3390957446808511,0.11146441271114828,0.0,0.0,0.3337765957446808,0.1041657235508837,48.93312015939266,0.3768840865483748,50.143985829454785,5.128432507201662
highpass,0,109,0.0,0.0,0.03141341671564249,0.06690897615689925,1.0,0.0,1.0,0.0,0.963302752293578,0.18801744524696512,0.9885321100917431,0.07766903067980298,0.0,0.0,0.3079128440366973,0.11568082957190254,0.0,0.0,0.3113532110091743,0.11730367754217588,48.97514693233945,0.4100657444843307,2.630956807507014,11.665507915288027
highpass,1,109,1.0,0.0,0.03660700408958616,0.07903939281606127,1.0,0.0,1.0,0.0,0.9724770642201835,0.16360141743235787,0.9959862385321101,0.030846279028240275,0.0,0.0,0.3211009174311927,0.11926881171831807,0.0,0.0,0.3211009174311927,0.11436022235844909,49.05525924962595,0.42806941666619647,2.5429389322296196,10.659580410062429
highpass,2,108,2.0,0.0,0.030818899817319403,0.07025899605103238,1.0,0.0,1.0,0.0,0.9814814814814815,0.13481684980149108,0.9988425925925926,0.008426053112593193,0.0,0.0,0.3142361111111111,0.10186993473736529,0.0,0.0,0.3304398148148148,0.1102563451939219,48.993535147772896,0.40123405248489236,2.51930980446438,10.402356170854183
highpass,3,92,3.0,0.0,0.02361931203176945,0.04830564509431567,0.9891304347826086,0.10368904363227667,0.9993206521739131,0.006480565227017293,0.9782608695652174,0.14583052027172538,0.998641304347826,0.00911440751698284,0.0,0.0,0.32472826086956524,0.1274352225267947,0.0,0.0,0.34171195652173914,0.13368315545607742,48.98586629784626,0.4079730155730617,2.0606249663978815,9.758091051239324
highpass,4,70,4.0,0.0,0.019295989883675747,0.05090028241144557,0.9857142857142858,0.11866605518454393,0.9991071428571429,0.0074166284490339955,0.9857142857142858,0.11866605518454393,0.9991071428571429,0.0074166284490339955,0.0,0.0,0.32589285714285715,0.1127442077339276,0.0,0.0,0.33035714285714285,0.11087258268768134,48.87439351763044,0.44484000904098064,2.4189448833465574,10.575303646906137
highpass,5,70,5.0,0.0,0.01799696016780148,0.04343330024504045,1.0,0.0,1.0,0.0,0.9714285714285714,0.1665986255670086,0.9892857142857143,0.08181222277825217,0.0,0.0,0.30714285714285716,0.10550836604801747,0.0,0.0,0.3142857142857143,0.11474517018869532,48.90404368809291,0.43470202035811195,2.8287379533052444,10.571358555986219
highpass,6,45,6.0,0.0,0.0009581798195817183,0.0021332843805704094,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29583333333333334,0.0980716857994985,0.0,0.0,0.31805555555555554,0.08919219087779066,48.80433943006727,0.2834643374420366,4.613819061468045,8.97018867930338
limiter,0,104,0.0,0.0,0.03479202349898806,0.08928268144860026,0.9903846153846154,0.09758549581819442,0.9987980769230769,0.012198186977274303,0.9807692307692307,0.13733516208736252,0.9927884615384616,0.06208255562569693,0.0,0.0,0.3167067307692308,0.11474274341427962,0.0,0.0,0.30709134615384615,0.11170612553841107,48.912590100215034,1.407742371261889,20.16557914018631,14.433083756133994
limiter,1,104,1.0,0.0,0.044140921707318696,0.12356138964848838,1.0,0.0,1.0,0.0,0.9711538461538461,0.16737399216855015,0.9939903846153846,0.04463328035487292,0.0,0.0,0.3371394230769231,0.12053886336130928,0.0,0.0,0.34134615384615385,0.11495814616556098,49.06308761009803,1.3560054790228977,23.40935346713433,18.463626086556385
limiter,2,103,2.0,0.0,0.03795500489365559,0.11290362990005036,0.9805825242718447,0.13798709129662037,0.9981796116504854,0.013649541115536403,0.9611650485436893,0.1932014440983728,0.9945388349514563,0.03030337618733926,0.0,0.0,0.3143203883495146,0.10823786854080669,0.0,0.0,0.3258495145631068,0.11962043196077665,48.90844789523523,1.3666436993435422,24.39286194958733,18.941845543305877
